Diện tích sử dụng,Diện tích đất,Mã BĐS,Ngày đăng,Nhà tắm,Pháp lý,Phòng ngủ,address,loai_hinh,mo_gioi_link,mo_gioi_phone,mo_gioi_ten,price,title,url
,"41 m2(3,8x10,8)",22677737,10/05/2025,5,Sổ đỏ,5,"Hoàng Đạo Thành, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",Mua bán nhà đất,https://mogi.vn,0984843648,Gửi tin nhắn,12 tỷ 700 triệu,"Bán Nhà mặt tiền, phố Hoàng Đạo Thành",https://mogi.vn/quan-thanh-xuan/mua-nha-mat-tien-pho/ban-nha-hoang-dao-thanh-thanh-xuan-dt41m2-6-tang-mt3-8m-gia12-7-ty-id22677737
,"50 m2(3,7x13,5)",22677715,10/05/2025,4,Sổ đỏ,4,"Quang Trung, Phường La Khê, Quận Hà Đông, Hà Nội",Mua bán nhà đất,https://mogi.vn,0984843648,Gửi tin nhắn,8 tỷ 950 triệu,"Bán Nhà hẻm, ngõ Quang Trung",https://mogi.vn/quan-ha-dong/mua-nha-hem-ngo/bannha-ngoquangtrung-yennghia-hadong-dt50m-5tang-mt3-7m-gia-8-95-ty-id22677715
33 m2,"34 m2(3,3x10)",22677714,10/05/2025,3,Sổ đỏ,3,"Quang Trung, Phường La Khê, Quận Hà Đông, Hà Nội",Mua bán nhà đất,https://mogi.vn,0984843648,Gửi tin nhắn,7 tỷ 500 triệu,"Bán Nhà hẻm, ngõ Quang Trung",https://mogi.vn/quan-ha-dong/mua-nha-hem-ngo/bannha-ngo-quangtrung-lakhe-ha-dong-dt33m2-mt3-3-5-tang-gia-7-5ty-id22677714
30 m2,"30 m2(4,9x6,1)",22677713,10/05/2025,4,Sổ đỏ,3,"Yên Nghĩa, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Mua bán nhà đất,https://mogi.vn,0984843648,Gửi tin nhắn,5 tỷ 700 triệu,"Bán Nhà hẻm, ngõ Yên Nghĩa",https://mogi.vn/quan-ha-dong/mua-nha-hem-ngo/bannha-ngoquangtrung-yennghia-hadong-dt30m-5tang-mt4-9m-gia-5-7-ty-id22677713
,"35 m2(3,5x10)",22676755,10/05/2025,4,Sổ đỏ,3,"Chiến Thắng, Phường Văn Quán, Quận Hà Đông, Hà Nội",Mua bán nhà đất,https://mogi.vn,0984843648,Gửi tin nhắn,12 tỷ 500 triệu,"Bán Biệt thự, liền kề Chiến Thắng",https://mogi.vn/quan-ha-dong/mua-nha-biet-thu-lien-ke/bannha-ngo-oto-d-chien-thang-ha-dong-dt35m2-4-tang-mt3-5m-gia-12-5ty-id22676755
60 m2,"52 m2(3,6x13)",22676680,10/05/2025,3,Sổ đỏ,3,"Chiến Thắng, Phường Văn Quán, Quận Hà Đông, Hà Nội",Mua bán nhà đất,https://mogi.vn,0984843648,Gửi tin nhắn,13 tỷ 690 triệu,"Bán Nhà mặt tiền, phố Chiến Thắng",https://mogi.vn/quan-ha-dong/mua-nha-mat-tien-pho/bannha-ngo-oto-chien-thang-ha-dong-4tang-dt-52-60m2-mt3-6m-gia-13ty-id22676680
,"44 m2(4,4x10)",22676637,10/05/2025,7,Sổ đỏ,7,"Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Mua bán nhà đất,https://mogi.vn,0984843648,Gửi tin nhắn,18 tỷ,"Bán Biệt thự, liền kề Vạn Phúc",https://mogi.vn/quan-ha-dong/mua-nha-biet-thu-lien-ke/ban-nha-khu-dat-dv-kd-van-phuc-ha-dong-44m2-7-tang-mt4-4m-gia-18-ty-id22676637
,"30 m2(3,8x8)",22676623,10/05/2025,4,Sổ đỏ,3,"Phố Lụa, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Mua bán nhà đất,https://mogi.vn,0984843648,Gửi tin nhắn,6 tỷ 700 triệu,"Bán Nhà hẻm, ngõ Phố Lụa",https://mogi.vn/quan-ha-dong/mua-nha-hem-ngo/ban-nha-pho-lua-van-phuc-ha-dong-dt-30m2-5-tang-mt-3-8m-gia-6-7-ty-id22676623
,"65 m2(10x6,5)",22678139,10/05/2025,8,Sổ đỏ,8,"Vương Thừa Vũ, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Mua bán nhà đất,https://mogi.vn,0984843648,Gửi tin nhắn,40 tỷ 500 triệu,"Bán Nhà mặt tiền, phố Vương Thừa Vũ",https://mogi.vn/quan-thanh-xuan/mua-nha-mat-tien-pho/ban-nha-mat-p-vuong-thua-vu-thanh-xuan-dt65m2-8-tang-mt10m-40-5-ty-id22678139
60 m2,48 m2(4x15),22678136,10/05/2025,4,Sổ đỏ,3,"Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",Mua bán nhà đất,https://mogi.vn,0984843648,Gửi tin nhắn,17 tỷ 500 triệu,"Bán Nhà mặt tiền, phố Kim Giang",https://mogi.vn/quan-thanh-xuan/mua-nha-mat-tien-pho/ban-nha-mat-ngo-kd-kim-giang-thanh-xuan-dt60m-4-tang-mt4m-17-5-ty-id22678136
,"45 m2(3,1x15)",22678138,10/05/2025,1,Sổ đỏ,1,"Vũ Tông Phan, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Mua bán nhà đất,https://mogi.vn,0984843648,Gửi tin nhắn,8 tỷ 500 triệu,"Bán Nhà hẻm, ngõ Vũ Tông Phan",https://mogi.vn/quan-thanh-xuan/mua-nha-hem-ngo/ban-dat-ngo-o-to-vu-tong-phan-thanh-xuan-dt45m2-c4-mt3-1m-8-5-ty-id22678138
69 m2,"63 m2(4x17,5)",22678135,10/05/2025,4,Sổ đỏ,4,"Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Mua bán nhà đất,https://mogi.vn,0984843648,Gửi tin nhắn,24 tỷ 600 triệu,"Bán Nhà mặt tiền, phố Bùi Xương Trạch",https://mogi.vn/quan-thanh-xuan/mua-nha-mat-tien-pho/ban-nha-mat-pho-bui-xuong-trach-thanh-xuan-dt69m-4tang-mt4m-24-6ty-id22678135
,"77 m2(6x12,9)",22678133,10/05/2025,3,Sổ đỏ,2,"Lê Văn Lương, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Mua bán nhà đất,https://mogi.vn,0984843648,Gửi tin nhắn,44 tỷ 999 triệu,"Bán Nhà mặt tiền, phố Lê Văn Lương",https://mogi.vn/quan-thanh-xuan/mua-nha-mat-tien-pho/ban-nha-lk-ngo-le-van-luong-thanh-xuan-dt77m-4-tang-mt6m-gia-45-ty-id22678133
,"92 m2(6x15,3)",22678114,10/05/2025,4,Sổ đỏ,3,"Lương Thế Vinh, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",Mua bán nhà đất,https://mogi.vn,0984843648,Gửi tin nhắn,21 tỷ,"Bán Nhà mặt tiền, phố Lương Thế Vinh",https://mogi.vn/quan-thanh-xuan/mua-nha-mat-tien-pho/ban-nha-ngo-gara-o-to-luong-the-vinh-thanh-xuan-dt92m-3t-mt6m-2ty-id22678114
43 m2,40 m2(4x9),22678013,10/05/2025,9,Sổ đỏ,10,"Khương Đình, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",Mua bán nhà đất,https://mogi.vn,0984843648,Gửi tin nhắn,10 tỷ 249 triệu,"Bán Nhà hẻm, ngõ Khương Đình",https://mogi.vn/quan-thanh-xuan/mua-nha-hem-ngo/ban-ccmn-d-khuong-dinh-thanh-xuan-dt43m-6-tang-mt4m-gia-10-25-ty-id22678013
66 m2,"61 m2(5x10,9)",22678010,10/05/2025,16,Sổ đỏ,16,"Hoàng Văn Thái, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Mua bán nhà đất,https://mogi.vn,0984843648,Gửi tin nhắn,18 tỷ 900 triệu,"Bán Nhà hẻm, ngõ Hoàng Văn Thái",https://mogi.vn/quan-thanh-xuan/mua-nha-hem-ngo/ban-ccmn-hoang-van-thai-thanh-xuan-dt61-66m-7-tang-mt5-6m-18-9-ty-id22678010
,"37 m2(4x9,5)",22678947,10/05/2025,4,Sổ đỏ,3,"Khương Hạ, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Mua bán nhà đất,https://mogi.vn,0984843648,Gửi tin nhắn,9 tỷ,"Bán Nhà hẻm, ngõ Khương Hạ",https://mogi.vn/quan-thanh-xuan/mua-nha-hem-ngo/ban-nha-ngo-khuong-ha-thanh-xuan-dt37m-5tang-mt4m-gia-9-ty-id22678947
30 m2,24 m2(3x10),22679040,10/05/2025,3,Sổ đỏ,4,"Ngô Quyền, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Mua bán nhà đất,https://mogi.vn,0984843648,Gửi tin nhắn,5 tỷ 750 triệu,"Bán Nhà hẻm, ngõ Ngô Quyền",https://mogi.vn/quan-ha-dong/mua-nha-hem-ngo/ban-nha-ngo-o-to-ngo-quyen-ha-dong-dt30m2-3-tang-mt3m-gia-5-75-ty-id22679040
56 m2,"50 m2(4x12,5)",22678099,10/05/2025,12,Sổ đỏ,12,"Yên Nghĩa, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Mua bán nhà đất,https://mogi.vn,0984843648,Gửi tin nhắn,15 tỷ 500 triệu,"Bán Biệt thự, liền kề Yên Nghĩa",https://mogi.vn/quan-ha-dong/mua-nha-biet-thu-lien-ke/ban-ccmn-dv-lk-yen-nghia-c-ha-dong-dt50m-8tang-mt4m-gia-15-5-ty-id22678099
,52 m2(5x10),22678945,10/05/2025,5,Sổ đỏ,5,"Trường Chinh, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",Mua bán nhà đất,https://mogi.vn,0984843648,Gửi tin nhắn,26 tỷ 899 triệu,"Bán Nhà mặt tiền, phố Trường Chinh",https://mogi.vn/quan-thanh-xuan/mua-nha-mat-tien-pho/ban-nha-mat-pho-kd-truong-chinh-thanh-xuan-dt52m-5-tang-mt5m-26-9ty-id22678945
,"70 m2(12x5,5)",22678939,10/05/2025,18,Sổ đỏ,18,"Nguyễn Trãi, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",Mua bán nhà đất,https://mogi.vn,0984843648,Gửi tin nhắn,17 tỷ 500 triệu,"Bán Nhà hẻm, ngõ Nguyễn Trãi",https://mogi.vn/quan-thanh-xuan/mua-nha-hem-ngo/ban-ccmn-ngo-nguyen-trai-thanh-xuan-nam-dt-70m-7-tang-mt12m-17-5ty-id22678939
,"30,1 m2(3,2x9,8)",22678902,10/05/2025,4,Sổ đỏ,4,"Hà Trì, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Mua bán nhà đất,https://mogi.vn,0984843648,Gửi tin nhắn,6 tỷ 250 triệu,"Bán Nhà hẻm, ngõ Hà Trì",https://mogi.vn/quan-ha-dong/mua-nha-hem-ngo/ban-nha-ngo-ha-tri-ha-cau-ha-dong-dt30-1m-5-tang-mt3-2m-gia-6-25-ty-id22678902
,40 m2(4x10),22678899,10/05/2025,4,Sổ đỏ,3,"Lý Thường Kiệt, Phường La Khê, Quận Hà Đông, Hà Nội",Mua bán nhà đất,https://mogi.vn,0984843648,Gửi tin nhắn,15 tỷ 899 triệu,"Bán Nhà mặt tiền, phố Lý Thường Kiệt",https://mogi.vn/quan-ha-dong/mua-nha-mat-tien-pho/ban-nha-mat-pho-ly-thuong-kiet-ha-dong-dt-40m-4-tang-mt4m-gia-15ty-id22678899
,"80 m2(4,6x17,4)",22678898,10/05/2025,4,Sổ đỏ,4,"KĐT Văn Quán, Phường Văn Quán, Quận Hà Đông, Hà Nội",Mua bán nhà đất,https://mogi.vn,0984843648,Gửi tin nhắn,20 tỷ,"Bán Biệt thự, liền kề KĐT Văn Quán",https://mogi.vn/quan-ha-dong/mua-nha-biet-thu-lien-ke/ban-nha-lk-kdt-van-quan-ha-dong-dt80m2-5-tang-nt4-6m-gia-20-ty-id22678898
,"50 m2(4x12,5)",22678897,10/05/2025,1,Sổ đỏ,1,"KĐT Kiến Hưng, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Mua bán nhà đất,https://mogi.vn,0984843648,Gửi tin nhắn,15 tỷ 600 triệu,"Bán Nhà mặt tiền, phố KĐT Kiến Hưng",https://mogi.vn/quan-ha-dong/mua-nha-mat-tien-pho/ban-toa-nha-vp-kdt-kien-hung-ha-dong-dt50m-7-tang-mt4m-gia-15-6-ty-id22678897
54 m2,"40 m2(4,6x8)",22678901,10/05/2025,4,Sổ đỏ,4,"Quang Trung, Phường La Khê, Quận Hà Đông, Hà Nội",Mua bán nhà đất,https://mogi.vn,0984843648,Gửi tin nhắn,6 tỷ 600 triệu,"Bán Nhà hẻm, ngõ Quang Trung",https://mogi.vn/quan-ha-dong/mua-nha-hem-ngo/ban-nha-ngo-quang-trung-la-khe-hd-dt54m2-4-tang-mt4-6m-gia-6-6-ty-id22678901
1 m2,29 m2(6x4),22677901,10/05/2025,4,Sổ đỏ,3,"Ỷ La, Phường Dương Nội, Quận Hà Đông, Hà Nội",Mua bán nhà đất,https://mogi.vn,0984843648,Gửi tin nhắn,5 tỷ 400 triệu,"Bán Nhà hẻm, ngõ Ỷ La",https://mogi.vn/quan-ha-dong/mua-nha-hem-ngo/ban-nha-ngo-y-la-duong-noi-ha-dong-dt30m-mt6-gia5-5-ty-id22677901
80 m2,"60 m2(5,4x14,8)",22678943,10/05/2025,21,Sổ đỏ,21,"Hoàng Đạo Thành, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",Mua bán nhà đất,https://mogi.vn,0984843648,Gửi tin nhắn,23 tỷ 500 triệu,"Bán Nhà hẻm, ngõ Hoàng Đạo Thành",https://mogi.vn/quan-thanh-xuan/mua-nha-hem-ngo/ban-ccmn-hoang-dao-thanh-thanh-xuan-dt60-80-7-tang-mt5-4m-gia-23ty-id22678943
,50 m2(5x10),22677904,10/05/2025,,Sổ đỏ,,"Yên Nghĩa, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Mua bán nhà đất,https://mogi.vn,0984843648,Gửi tin nhắn,11 tỷ,Bán Đất thổ cư Yên Nghĩa,https://mogi.vn/quan-ha-dong/mua-dat-tho-cu/ban-dat-dv-lk-yen-nghia-b-ha-dong-dt50m2-mt5m-gia-11-ty-id22677904
,"39 m2(3,5x112)",22678106,10/05/2025,4,Sổ đỏ,4,"Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",Mua bán nhà đất,https://mogi.vn,0984843648,Gửi tin nhắn,10 tỷ 800 triệu,"Bán Nhà hẻm, ngõ Quang Trung",https://mogi.vn/quan-ha-dong/mua-nha-hem-ngo/ban-nha-ngo-o-to-quang-trung-ha-dong-dt39m2-4tang-mt3-5m-gia10-8ty-id22678106
,"47 m2(3,5x11)",22677884,10/05/2025,,Sổ đỏ,,"Phú Lương, Phường Phú Lương, Quận Hà Đông, Hà Nội",Mua bán nhà đất,https://mogi.vn,0984843648,Gửi tin nhắn,5 tỷ,Bán Đất thổ cư Phú Lương,https://mogi.vn/quan-ha-dong/mua-dat-tho-cu/ban-dat-nhan-trach-phu-luong-ha-dong-dt48m2-mt3-5m-gia-5-ty-id22677884
50 m2,50 m2(6x12),22683942,10/05/2025,3,Sổ đỏ,3,"Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Mua bán nhà đất,https://mogi.vn,0363098436,Gửi tin nhắn,12 tỷ,"Bán Nhà hẻm, ngõ Láng Hạ",https://mogi.vn/quan-dong-da/mua-nha-hem-ngo/nha-dep-cuc-moi-oto-do-cua-id22683942
,75 m2(5x15),22683940,10/05/2025,,Hợp đồng mua bán,,"Phan Trọng Tuệ, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",Mua bán nhà đất,https://mogi.vn,0862437735,Gửi tin nhắn,11 tỷ 25 triệu,"Bán Biệt thự, liền kề Phan Trọng Tuệ",https://mogi.vn/huyen-thanh-tri-ha-noi/mua-nha-biet-thu-lien-ke/chinh-chu-nhuong-suat-lien-ke-palmy-biztown-hdb-thanh-tri-75m-g-id22683940
,75 m2(5x15),22683937,10/05/2025,,Hợp đồng mua bán,,"Phan Trọng Tuệ, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",Mua bán nhà đất,https://mogi.vn,0862437735,Gửi tin nhắn,11 tỷ 25 triệu,"Bán Biệt thự, liền kề Phan Trọng Tuệ",https://mogi.vn/huyen-thanh-tri-ha-noi/mua-nha-biet-thu-lien-ke/ban-lien-ke-palmy-biztown-thanh-tri-75m-147tr-m-id22683937
45 m2,"45 m2(3,8x11,5)",22683812,10/05/2025,3,Sổ đỏ,4,"Lê Đức Thọ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Mua bán nhà đất,https://mogi.vn,0867981001,Gửi tin nhắn,14 tỷ 300 triệu,"Bán Nhà hẻm, ngõ Lê Đức Thọ",https://mogi.vn/quan-nam-tu-liem/mua-nha-hem-ngo/ban-nha-le-duc-tho-nam-tu-liem-2-mat-tien-ngo-o-to-45m2-chi-14-3-t-id22683812
80 m2,80 m2(5x16),22683882,10/05/2025,4,Sổ đỏ,5,"Mương La Khê, Phường La Khê, Quận Hà Đông, Hà Nội",Mua bán nhà đất,https://mogi.vn,0363055789,Gửi tin nhắn,17 tỷ 900 triệu,"Bán Biệt thự, liền kề Mương La Khê",https://mogi.vn/quan-ha-dong/mua-nha-biet-thu-lien-ke/ban-nha-tieu-khu-do-thi-nam-la-khe-80mx4-tang-via-he-phan-lo-oto-id22683882
,50 m2,22683247,10/05/2025,5,Sổ đỏ,5,"Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",Mua bán nhà đất,https://mogi.vn,0929122678,Gửi tin nhắn,13 tỷ,Bán Nhà đường nội bộ Xuân Thủy,https://mogi.vn/quan-cau-giay/mua-duong-noi-bo/ban-gap-nha-xuan-thuy-50m-4t-lo-goc-3-mat-ngo-oto-kinh-doanh-dinh-id22683247
,32 m2(36x9),22683936,10/05/2025,3,Sổ đỏ,4,"Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Mua bán nhà đất,https://mogi.vn,0986176262,Gửi tin nhắn,6 tỷ 750 triệu,"Bán Nhà hẻm, ngõ Khương Đình",https://mogi.vn/quan-thanh-xuan/mua-nha-hem-ngo/ban-nha-thanh-xuan-ngo-236-khuong-dinh-6-75-ty-32m2-mt-3-6m-3-gac-id22683936
"47,5 m2","47,5 m2(3,1x16)",22683809,10/05/2025,3,Sổ đỏ,4,"Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Mua bán nhà đất,https://mogi.vn,0867981001,Gửi tin nhắn,12 tỷ,"Bán Nhà hẻm, ngõ Lê Đức Thọ",https://mogi.vn/quan-nam-tu-liem/mua-nha-hem-ngo/ban-nha-dep-ngo-63-le-duc-tho-5-tang-47-5m2-chi-12-ty-id22683809
35 m2,"35 m2(3,6x9)",22683820,10/05/2025,4,Sổ đỏ,3,"Đường 19 Tháng 5, Phường Văn Quán, Quận Hà Đông, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987332328,Gửi tin nhắn,7 tỷ,"Bán Nhà hẻm, ngõ Đường 19 Tháng 5",https://mogi.vn/quan-ha-dong/mua-nha-hem-ngo/sieu-pham-ha-dong-ngo-o-to-thong-nhinh-7-ty-id22683820
35 m2,"35 m2(3,6x9)",22683798,10/05/2025,4,Sổ đỏ,3,"Đường 19 Tháng 5, Phường Văn Quán, Quận Hà Đông, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987332328,Gửi tin nhắn,7 tỷ,"Bán Nhà hẻm, ngõ Đường 19 Tháng 5",https://mogi.vn/quan-ha-dong/mua-nha-hem-ngo/sieu-pham-van-quan-ha-dong-ngo-oto-thong-nhinh-7-ty-id22683798
46 m2,,22683805,10/05/2025,1,Sổ đỏ,1,"Lĩnh Nam, Phường Mai Động, Quận Hoàng Mai, Hà Nội",Mua bán nhà đất,https://mogi.vn,0844991994,Gửi tin nhắn,3 tỷ 850 triệu,Bán Chung cư Sunshine Garden,https://mogi.vn/quan-hoang-mai/mua-can-ho-chung-cu/ban-can-ho-1-ngu-sunshine-gadern-duong-van-be-id22683805
89 m2,89 m2,22683599,09/05/2025,,Sổ đỏ,,"Doãn Kế Thiện, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",Mua bán nhà đất,https://mogi.vn,0974293726,Gửi tin nhắn,23 tỷ,"Bán Nhà mặt tiền, phố Doãn Kế Thiện",https://mogi.vn/quan-cau-giay/mua-nha-mat-tien-pho/ban-nha-mat-pho-doan-ke-thien-2-mat-thoang-so-do-chinh-chu-id22683599
374 m2,128 m2(8x17),22683675,09/05/2025,4,Hợp đồng mua bán,4,"Hạ Mỗ - Tân Hội, Xã Tân Hội, Huyện Đan Phượng, Hà Nội",Mua bán nhà đất,https://mogi.vn,0357366203,Gửi tin nhắn,29 tỷ 625 triệu,"Bán Nhà mặt tiền, phố Vinhomes Wonder Park",https://mogi.vn/huyen-dan-phuong/mua-nha-mat-tien-pho/vinhomes-dan-phuong-khong-gian-song-dang-cap-giua-long-ha-noi-id22683675
51 m2,"52 m2(4,5x12)",22683471,08/05/2025,5,Sổ đỏ,3,"Cổ Linh, Phường Thạch Bàn, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0862252022,Gửi tin nhắn,10 tỷ 300 triệu,"Bán Nhà hẻm, ngõ Cổ Linh",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/chua-den-200tr-m2-ngay-mat-co-linh-vao-5m-full-do-nhu-hinh-id22683471
136 m2,,22683470,08/05/2025,,Hợp đồng mua bán,,"Hạ Mỗ - Tân Hội, Xã Tân Hội, Huyện Đan Phượng, Hà Nội",Mua bán nhà đất,https://mogi.vn,0357366203,Gửi tin nhắn,31 tỷ 726 triệu,Bán Shophouse Vinhomes Wonder Park,https://mogi.vn/huyen-dan-phuong/mua-cua-hang-shop-shophouse/an-cu-ly-tuong-dau-tu-sinh-loi-tai-vinhomes-dan-phuong-id22683470
84 m2,33 m2(6x13),22678030,07/05/2025,5,Sổ đỏ,5,"Hoàng Đạo Thành, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",Mua bán nhà đất,https://mogi.vn,0984843648,Gửi tin nhắn,11 tỷ 200 triệu,"Bán Biệt thự, liền kề Hoàng Đạo Thành",https://mogi.vn/quan-thanh-xuan/mua-nha-biet-thu-lien-ke/ban-bt-ngo-o-to-hoangdaothanh-thanhxuan-dt33m-6tang-mt6m-11-2-ty-id22678030
49 m2,"50 m2(4,6x11)",22683262,07/05/2025,8,Sổ đỏ,8,"Cổ Linh, Phường Long Biên, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0862252022,Gửi tin nhắn,8 tỷ 500 triệu,"Bán Nhà hẻm, ngõ Cổ Linh",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/nha-o-ccmn-50m2-x-6-tang-canh-cho-thach-ban-thang-may-id22683262
40 m2,40 m2(3x14),22683277,07/05/2025,4,Sổ đỏ,3,"Cổ Linh, Phường Thạch Bàn, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0862252022,Gửi tin nhắn,7 tỷ 200 triệu,"Bán Nhà hẻm, ngõ Cổ Linh",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/nha-thach-ban-co-linh-40m2-x-6-tang-o-to-qua-cua-o-to-nha-vao-nha-id22683277
50 m2,50 m2,22683271,07/05/2025,10,Sổ đỏ,10,"Trần Đăng Ninh, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",Mua bán nhà đất,https://mogi.vn,0974293726,Gửi tin nhắn,17 tỷ 400 triệu,"Bán Nhà hẻm, ngõ Trần Đăng Ninh",https://mogi.vn/quan-cau-giay/mua-nha-hem-ngo/ban-nha-chung-cu-mini-tran-duy-hung-cau-giay-50m-6-tang-mat-id22683271
60 m2,60 m2,22683258,07/05/2025,12,Sổ đỏ,10,"Nguyễn Khang, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",Mua bán nhà đất,https://mogi.vn,0974293726,Gửi tin nhắn,17 tỷ 500 triệu,"Bán Nhà hẻm, ngõ Nguyễn Khang",https://mogi.vn/quan-cau-giay/mua-nha-hem-ngo/ban-nha-phan-lo-quan-doi-nguyen-khang-cau-giay-lo-goc-60m-6-id22683258
40 m2,"41 m2(3,35x11)",22683162,07/05/2025,4,Sổ đỏ,3,"Cổ Linh, Phường Long Biên, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0862252022,Gửi tin nhắn,8 tỷ 380 triệu,"Bán Nhà mặt tiền, phố Aeon Mall Long Biên",https://mogi.vn/quan-long-bien/mua-nha-mat-tien-pho/nha-40m2-ngay-cong-truong-tieu-hoc-view-co-linh-id22683162
33 m2,35 m2(5x7),22683158,07/05/2025,4,Sổ đỏ,3,"Cổ Linh, Phường Long Biên, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0862252022,Gửi tin nhắn,8 tỷ 600 triệu,"Bán Nhà hẻm, ngõ Aeon Mall Long Biên",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/nha-pho-tram-o-to-vao-tan-cua-thiet-ke-rieng-co-be-boi-id22683158
,"31 m2(3,9x8)",22677749,06/05/2025,3,Sổ đỏ,3,"Hoàng Ngân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Mua bán nhà đất,https://mogi.vn,0984843648,Gửi tin nhắn,7 tỷ 500 triệu,"Bán Nhà hẻm, ngõ Hoàng Ngân",https://mogi.vn/quan-thanh-xuan/mua-nha-hem-ngo/ban-nha-ngo-hoang-ngan-thanh-xuan-dt31m2-4-tang-mt3-9m-gia-7-5-ty-id22677749
160 m2,35 m2(6x7),22683107,06/05/2025,3,Sổ đỏ,4,"Cổ Nhuế, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội",Mua bán nhà đất,https://mogi.vn,0795137686,Gửi tin nhắn,5 tỷ 950 triệu,"Bán Nhà hẻm, ngõ Cổ Nhuế",https://mogi.vn/quan-bac-tu-liem/mua-nha-hem-ngo/nha-mat-ngo-rong-co-nhue-32m-6-tang-mat-tien-6m-gia-chi-5-95-ty-id22683107
77 m2,77 m2,22682656,05/05/2025,2,Sổ đỏ,2,"Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Mua bán nhà đất,https://mogi.vn,0918889656,Gửi tin nhắn,6 tỷ 100 triệu,"Bán Nhà mặt tiền, phố Tân Mai",https://mogi.vn/quan-hoang-mai/mua-nha-mat-tien-pho/hiem-ban-can-ho-no1b-chung-cu-quan-doi-k35-tan-mai-view-ho-den-id22682656
40 m2,"40 m2(3,5x12)",22682840,05/05/2025,5,Sổ đỏ,6,"Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Mua bán nhà đất,https://mogi.vn,0889910666,Gửi tin nhắn,11 tỷ 900 triệu,"Bán Nhà mặt tiền, phố Quan Nhân",https://mogi.vn/quan-thanh-xuan/mua-nha-mat-tien-pho/sieu-pham-hiem-co-kinh-doanh-o-to-tranh-tai-quan-nhan-thanh-id22682840
45 m2,45 m2(59x7),22682665,05/05/2025,3,Sổ đỏ,3,"Lê Hữu Tựu, Xã Nguyên Khê, Huyện Đông Anh, Hà Nội",Mua bán nhà đất,https://mogi.vn,0328847517,Gửi tin nhắn,4 tỷ 300 triệu,"Bán Nhà hẻm, ngõ Lê Hữu Tựu",https://mogi.vn/huyen-dong-anh/mua-nha-hem-ngo/nha-3-tang-lo-goc-full-noi-that-tien-ich-bat-ngan-thiet-ke-hien-dai-id22682665
