Ngày đăng,Pháp lý,Diện tích đất,Nhà tắm,Phòng ngủ,Diện tích sử dụng,Mã BĐS,address,price
2024-06-09,sổ đỏ,55 m2(6x10),1.0,1.0,55 m2,22559319,"An Dương, Phường Yên Phụ, Quận Tây Hồ, Hà Nội",12 tỷ 150 triệu
2024-06-09,sổ đỏ,70 m2(5x15),6.0,6.0,420 m2,22558348,"Kim Ngưu, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",16 tỷ 900 triệu
2024-06-09,sổ đỏ,85 m2(5x20),1.0,1.0,85 m2,22558477,"Văn Phú, Phường Mộ Lao, Quận Hà Đông, Hà Nội",14 tỷ 700 triệu
2024-06-09,sổ đỏ,50 m2(5x10),5.0,5.0,50 m2,22558480,"Trần Quang Diệu, Phường Trung Liệt, Quận Đống Đa, Hà Nội",20 tỷ
2024-06-09,sổ đỏ,90 m2(5x20),1.0,1.0,90 m2,22558481,"Sa Đôi, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",9 tỷ 750 triệu
2024-06-07,sổ đỏ,"35 m2(4,5x8,5)",3.0,2.0,,22574778,"Giáp Bát, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",4 tỷ 450 triệu
2024-06-07,sổ đỏ,41 m2(5x6),4.0,3.0,161 m2,22574412,"Đàm Quang Trung, Phường Long Biên, Quận Long Biên, Hà Nội",4 tỷ 800 triệu
2024-06-07,sổ đỏ,66 m2(5x13),3.0,4.0,66 m2,22574434,"Thái Thịnh, Phường Láng Hạ, Quận Đống Đa, Hà Nội",9 tỷ 800 triệu
2024-06-07,sổ hồng,"36 m2(3,6x12)",4.0,4.0,36 m2,22574663,"Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",5 tỷ 300 triệu
2024-06-07,sổ đỏ,"30 m2(3,2x9)",3.0,2.0,,22574791,"Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",3 tỷ 850 triệu
2024-06-07,sổ đỏ,"102 m2(11x9,2)",5.0,6.0,101 m2,22574193,"Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội",32 tỷ
2024-06-06,sổ đỏ,48 m2(4x11),5.0,5.0,48 m2,22539551,"Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội",8 tỷ 200 triệu
2024-06-06,sổ đỏ,"35 m2(3,5x12)",4.0,4.0,35 m2,22517223,"Nguyễn Văn Trỗi, Phường Mộ Lao, Quận Hà Đông, Hà Nội",5 tỷ 950 triệu
2024-06-06,sổ đỏ,82 m2(5x18),5.0,5.0,83 m2,22471407,"Nguyễn Thanh Bình, Phường La Khê, Quận Hà Đông, Hà Nội",10 tỷ 800 triệu
2024-06-06,sổ đỏ,"50 m2(4x12,5)",5.0,4.0,54 m2,22408986,"Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",7 tỷ 190 triệu
2024-06-06,sổ đỏ,46 m2(4x12),6.0,6.0,48 m2,22539443,"Văn La, Phường Phú La, Quận Hà Đông, Hà Nội",8 tỷ 200 triệu
2024-06-06,sổ đỏ,"64 m2(4,2x15,2)",4.0,3.0,70 m2,22391533,"Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội",7 tỷ 900 triệu
2024-06-06,sổ đỏ,45 m2(5x8),3.0,3.0,47 m2,22512237,"Tô Hiệu, Phường Hà Cầu, Quận Hà Đông, Hà Nội",5 tỷ 500 triệu
2024-06-06,sổ đỏ,"35 m2(3,5x10)",3.0,4.0,35 m2,22573428,"Trịnh Văn Bô, Xã Vân Canh, Huyện Hoài Đức, Hà Nội",3 tỷ 800 triệu
2024-06-06,sổ đỏ,35 m2(4x9),5.0,4.0,39 m2,22370931,"Tố Hữu, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",5 tỷ 800 triệu
2024-06-06,sổ đỏ,75 m2(5x14),6.0,5.0,75 m2,22485652,"Văn Khê, Phường Phú La, Quận Hà Đông, Hà Nội",13 tỷ 500 triệu
2024-06-06,giấy tờ hợp lệ,42 m2(4x10),2.0,2.0,,22570361,"Vĩnh Hưng, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội",3 tỷ 500 triệu
2024-06-06,sổ đỏ,"170 m2(12,3x13,8)",3.0,7.0,"177,5 m2",22573496,"Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",33 tỷ 500 triệu
2024-06-06,sổ đỏ,"96 m2(5x19,2)",3.0,3.0,96 m2,22573363,"Nguyễn Văn Lộc, Phường Mộ Lao, Quận Hà Đông, Hà Nội",4 tỷ 950 triệu
2024-06-06,sổ đỏ,83 m2(5x17),3.0,4.0,119 m2,22572787,"Vạn Bảo, Phường Liễu Giai, Quận Ba Đình, Hà Nội",26 tỷ
2024-06-06,sổ đỏ,"36 m2(3,2x10)",5.0,4.0,36 m2,22531666,"Nguyễn Văn Lộc, Phường Mộ Lao, Quận Hà Đông, Hà Nội",5 tỷ 950 triệu
2024-06-06,sổ đỏ,"55 m2(4x13,75)",5.0,4.0,55 m2,22401650,"Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",7 tỷ 700 triệu
2024-06-05,sổ đỏ,110 m2(7x15),12.0,12.0,,22572773,"Chùa Bộc, Phường Quang Trung, Quận Đống Đa, Hà Nội",18 tỷ 200 triệu
2024-06-05,sổ đỏ,33 m2(3x11),4.0,3.0,32 m2,22568456,"Ngọc Hà, Phường Ngọc Hà, Quận Ba Đình, Hà Nội",6 tỷ 350 triệu
2024-06-05,sổ đỏ,"90 m2(4,5x19)",5.0,4.0,291 m2,22572047,"Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội",16 tỷ 300 triệu
2024-06-05,sổ đỏ,"39 m2(3,4x11,47)",5.0,5.0,39 m2,22571974,"Nguyễn Chánh, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",14 tỷ 200 triệu
2024-06-05,sổ đỏ,64 m2(4x17),8.0,10.0,64 m2,22572022,"Hoàng Văn Thái, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",18 tỷ 600 triệu
2024-06-05,sổ đỏ,"42 m2(3,6x11,7)",5.0,5.0,42 m2,22572320,"Nguyễn Chánh, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",14 tỷ 800 triệu
2024-06-05,sổ đỏ,63 m2(4x17),2.0,2.0,63 m2,22572122,"Phan Đình Giót, Phường La Khê, Quận Hà Đông, Hà Nội",6 tỷ 150 triệu
2024-06-05,sổ đỏ,"30 m2(3,8x8)",4.0,3.0,150 m2,22571584,"521 Trương Định, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",3 tỷ 650 triệu
2024-06-05,sổ hồng,"30 m2(4,34x6,9)",4.0,3.0,150 m2,22572690,"Long Biên, Phường Long Biên, Quận Long Biên, Hà Nội",4 tỷ 500 triệu
2024-06-05,sổ đỏ,"45 m2(3,8x11,8)",4.0,3.0,45 m2,22572078,"Cổ Linh, Phường Long Biên, Quận Long Biên, Hà Nội",7 tỷ 300 triệu
2024-06-05,sổ đỏ,47 m2(4x12),10.0,10.0,,22572170,"Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",12 tỷ
2024-06-05,sổ đỏ,20 m2(3x6),1.0,3.0,20 m2,22572547,"Trung Liệt, Phường Trung Liệt, Quận Đống Đa, Hà Nội",2 tỷ 450 triệu
2024-06-05,sổ đỏ,"35 m2(3,3x10)",6.0,5.0,245 m2,22572015,"Phúc Đồng, Phường Sài Đồng, Quận Long Biên, Hà Nội",7 tỷ 600 triệu
2024-06-05,sổ đỏ,"46 m2(7x6,5)",2.0,2.0,46 m2,22571433,"Tương Mai, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",3 tỷ 950 triệu
2024-06-05,sổ đỏ,"47 m2(3,8x11)",3.0,4.0,47 m2,22570742,"Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",7 tỷ 500 triệu
2024-06-04,sổ đỏ,"30 m2(3,2x9,42)",4.0,3.0,,22570947,"Xuân Diệu, Phường Quảng An, Quận Tây Hồ, Hà Nội",6 tỷ
2024-06-04,sổ đỏ,"40 m2(5,9x6,8)",3.0,3.0,220 m2,22552077,"Nguyễn Văn Cừ, Phường Gia Thụy, Quận Long Biên, Hà Nội",13 tỷ 900 triệu
2024-06-04,sổ hồng,"32 m2(3,6x11)",4.0,3.0,32 m2,22570984,"Ngô Gia Tự, Phường Đức Giang, Quận Long Biên, Hà Nội",4 tỷ 350 triệu
2024-06-04,sổ đỏ,52 m2(4x14),4.0,4.0,52 m2,22571556,"Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",13 tỷ 200 triệu
2024-06-04,sổ đỏ,57 m2(5x11),6.0,6.0,57 m2,22571266,"Dương Quảng Hàm, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",9 tỷ 400 triệu
2024-06-04,sổ đỏ,"65 m2(4,5x15)",3.0,3.0,,22570969,"An Dương, Phường Yên Phụ, Quận Tây Hồ, Hà Nội",6 tỷ
2024-06-04,sổ đỏ,74 m2(5x16),2.0,3.0,222 m2,22544283,"Đặng Vũ Hỷ, Phường Thượng Thanh, Quận Long Biên, Hà Nội",15 tỷ 500 triệu
2024-06-04,sổ đỏ,"35 m2(4,3x8,2)",3.0,4.0,35 m2,22571054,"Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",2 tỷ 500 triệu
2024-06-04,sổ đỏ,"31 m2(3,1x10)",4.0,3.0,,22570957,"Xuân Diệu, Phường Quảng An, Quận Tây Hồ, Hà Nội",9 tỷ 500 triệu
2024-06-04,giấy tờ hợp lệ,66 m2(5x13),1.0,2.0,,22570967,"Thụy Khuê, Phường Bưởi, Quận Tây Hồ, Hà Nội",2 tỷ 950 triệu
2024-06-04,sổ đỏ,"100 m2(7,44x13,5)",4.0,6.0,100 m2,22570938,"Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",22 tỷ
2024-06-04,sổ đỏ,52 m2(4x14),4.0,4.0,52 m2,22571201,"Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",13 tỷ 200 triệu
2024-06-03,sổ đỏ,"68,5 m2(4,17x16,45)",5.0,4.0,"68,5 m2",22515143,"Hồng Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",19 tỷ 499 triệu
2024-06-03,sổ đỏ,"138 m2(7,8x18)",5.0,4.0,,22570274,"Linh Đường, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",23 tỷ 500 triệu
2024-06-03,sổ hồng,"42 m2(4x10,5)",3.0,4.0,42 m2,22570503,"Giải Phóng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",11 tỷ 800 triệu
2024-06-03,sổ hồng,"51 m2(3,5x17)",4.0,3.0,51 m2,22570528,"Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội",7 tỷ 150 triệu
2024-06-03,sổ đỏ,"59 m2(4x14,75)",5.0,6.0,59 m2,22518994,"Nguyễn Phúc Lai, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",15 tỷ
2024-06-03,sổ đỏ,"43 m2(3,6x13,33)",5.0,4.0,48 m2,22516435,"Trần Quang Diệu, Phường Quang Trung, Quận Đống Đa, Hà Nội",15 tỷ
2024-06-03,sổ đỏ,"71,6 m2(4x17,9)",4.0,4.0,"71,6 m2",22516425,"Nguyễn Lương Bằng, Phường Quang Trung, Quận Đống Đa, Hà Nội",13 tỷ 799 triệu
2024-06-03,sổ đỏ,"44 m2(3,3x13,33)",7.0,5.0,44 m2,22512851,"Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",13 tỷ 900 triệu
2024-06-03,sổ đỏ,"61,6 m2(4,3x14,32)",4.0,4.0,"61,6 m2",22504255,"Yên Lạc, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",13 tỷ 900 triệu
2024-06-03,sổ đỏ,"62 m2(4,2x14,76)",7.0,4.0,62 m2,22512878,"Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",15 tỷ 800 triệu
2024-06-03,sổ đỏ,"76 m2(4,85x15,67)",4.0,4.0,76 m2,22512863,"Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",11 tỷ 300 triệu
2024-06-03,sổ đỏ,"46 m2(3,4x13,52)",7.0,5.0,46 m2,22512846,"Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",12 tỷ 800 triệu
2024-06-03,sổ đỏ,"69 m2(5,3x13,1)",3.0,3.0,69 m2,22511569,"Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",8 tỷ 900 triệu
2024-06-03,sổ đỏ,"35 m2(4,85x7,21)",1.0,1.0,35 m2,22512857,"Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",10 tỷ 800 triệu
2024-06-03,sổ đỏ,"48 m2(4,6x10,43)",7.0,3.0,48 m2,22512600,"Trường Chinh, Phường Khương Thượng, Quận Đống Đa, Hà Nội",11 tỷ 500 triệu
2024-06-03,sổ đỏ,"52 m2(4,3x12,09)",5.0,5.0,52 m2,22512638,"Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",12 tỷ 700 triệu
2024-06-03,sổ đỏ,"50 m2(6x8,3)",3.0,4.0,50 m2,22511543,"Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",8 tỷ 600 triệu
2024-06-03,sổ đỏ,33 m2(4x8),3.0,3.0,,22569981,"Tả Thanh Oai, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội",2 tỷ 600 triệu
2024-06-03,sổ đỏ,"38 m2(4,5x8,4)",2.0,3.0,38 m2,22570765,"Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",5 tỷ 600 triệu
2024-06-03,sổ đỏ,46 m2(20x22),3.0,3.0,46 m2,22570041,"Ngô Thì Nhậm, Phường Hà Cầu, Quận Hà Đông, Hà Nội",6 tỷ 800 triệu
2024-06-03,sổ đỏ,"47 m2(4,1x11,46)",5.0,5.0,47 m2,22517739,"Tôn Thất Tùng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",8 tỷ 700 triệu
2024-06-03,sổ đỏ,"42 m2(3,6x12)",3.0,3.0,42 m2,22570511,"Đội Cấn, Phường Liễu Giai, Quận Ba Đình, Hà Nội",4 tỷ 800 triệu
2024-06-03,sổ đỏ,30 m2(5x6),4.0,3.0,30 m2,22570238,"Phạm Văn Đồng, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",5 tỷ 500 triệu
2024-06-03,sổ đỏ,65 m2(5x13),4.0,4.0,65 m2,22503225,"Trần Khát Chân, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",8 tỷ 500 triệu
2024-06-03,sổ đỏ,"66 m2(4x16,5)",3.0,3.0,66 m2,22567160,"Thôn Bầu, Xã Kim Chung, Huyện Đông Anh, Hà Nội",3 tỷ 950 triệu
2024-06-03,sổ đỏ,"103 m2(5,8x17,75)",3.0,3.0,103 m2,22508164,"Thái Thịnh, Phường Trung Liệt, Quận Đống Đa, Hà Nội",12 tỷ
2024-06-03,sổ đỏ,"87 m2(4,7x18,51)",7.0,6.0,87 m2,22508624,"Thái Thịnh, Phường Trung Liệt, Quận Đống Đa, Hà Nội",13 tỷ 900 triệu
2024-06-03,sổ đỏ,77 m2(11x7),3.0,4.0,77 m2,22508193,"Thái Thịnh, Phường Trung Liệt, Quận Đống Đa, Hà Nội",9 tỷ 599 triệu
2024-06-03,sổ đỏ,"50 m2(3,5x14,28)",4.0,4.0,50 m2,22508676,"Thái Thịnh, Phường Trung Liệt, Quận Đống Đa, Hà Nội",11 tỷ
2024-06-03,sổ đỏ,"61 m2(3,3x18,48)",6.0,6.0,61 m2,22508666,"Thái Thịnh, Phường Trung Liệt, Quận Đống Đa, Hà Nội",13 tỷ 500 triệu
2024-06-03,sổ đỏ,"64 m2(4,1x15,6)",7.0,5.0,64 m2,22508121,"Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",14 tỷ 499 triệu
2024-06-03,sổ đỏ,"41 m2(5,5x7,61)",5.0,6.0,41 m2,22507993,"Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",11 tỷ 500 triệu
2024-06-03,sổ đỏ,"66 m2(4x16,5)",4.0,4.0,66 m2,22508074,"Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",14 tỷ 999 triệu
2024-06-03,sổ đỏ,"47 m2(4,4x10,57)",4.0,4.0,55 m2,22500227,"Dương Văn Bé, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",10 tỷ 999 triệu
2024-06-03,sổ đỏ,"47 m2(4,6x10,21)",4.0,4.0,47 m2,22518986,"Trần Quang Diệu, Phường Quang Trung, Quận Đống Đa, Hà Nội",14 tỷ 300 triệu
2024-06-03,sổ đỏ,"47 m2(3,3x14,24)",5.0,6.0,47 m2,22516386,"Nguyễn Lương Bằng, Phường Quang Trung, Quận Đống Đa, Hà Nội",13 tỷ
2024-06-03,sổ đỏ,"48 m2(4,5x10,6)",4.0,4.0,48 m2,22516359,"Nguyễn Lương Bằng, Phường Quang Trung, Quận Đống Đa, Hà Nội",9 tỷ 700 triệu
2024-06-03,sổ đỏ,"58 m2(3,6x16,11)",5.0,6.0,58 m2,22517783,"Trần Quang Diệu, Phường Quang Trung, Quận Đống Đa, Hà Nội",10 tỷ 500 triệu
2024-06-03,sổ đỏ,"50 m2(4x12,5)",4.0,6.0,50 m2,22520502,"Phố Tây Sơn, Phường Quang Trung, Quận Đống Đa, Hà Nội",11 tỷ 199 triệu
2024-06-03,sổ đỏ,"22 m2(3,2x6,9)",3.0,2.0,22 m2,22570176,"Nguyễn Lương Bằng, Phường Quang Trung, Quận Đống Đa, Hà Nội",2 tỷ 500 triệu
2024-06-03,sổ đỏ,"72 m2(4,8x15)",3.0,3.0,72 m2,22511557,"Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",8 tỷ 800 triệu
2024-06-03,sổ đỏ,"40 m2(4,1x10,49)",4.0,4.0,43 m2,22521428,"Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Hà Nội",14 tỷ 800 triệu
2024-06-03,sổ đỏ,51 m2(4x12),4.0,6.0,51 m2,22570586,"Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",17 tỷ 500 triệu
2024-06-03,sổ đỏ,"46 m2(3,9x11,79)",4.0,6.0,46 m2,22505094,"Đầm Trấu, Phường Bạch Đằng, Quận Hai Bà Trưng, Hà Nội",13 tỷ
2024-06-03,sổ đỏ,"65 m2(5,3x12,27)",4.0,4.0,65 m2,22511583,"Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",9 tỷ 999 triệu
2024-06-03,sổ đỏ,"62 m2(3x20,6)",4.0,4.0,62 m2,22512866,"Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",9 tỷ 300 triệu
2024-06-03,sổ đỏ,"86 m2(9,3x9,2)",8.0,8.0,86 m2,22512872,"Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",14 tỷ 799 triệu
2024-06-03,sổ đỏ,"66 m2(3,5x18,85)",3.0,3.0,66 m2,22513287,"Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",11 tỷ 800 triệu
2024-06-03,sổ đỏ,"41 m2(4,4x9,31)",4.0,4.0,41 m2,22516395,"Nguyễn Lương Bằng, Phường Quang Trung, Quận Đống Đa, Hà Nội",14 tỷ
2024-06-03,sổ đỏ,"79 m2(5,3x14,9)",4.0,4.0,79 m2,22513272,"Thanh Nhàn, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",13 tỷ 300 triệu
2024-06-03,sổ đỏ,"60 m2(3,4x20,58)",5.0,5.0,70 m2,22505060,"Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",13 tỷ 499 triệu
2024-06-03,sổ đỏ,"56 m2(3,5x16)",5.0,6.0,56 m2,22504319,"Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",7 tỷ 800 triệu
2024-06-03,sổ đỏ,"86 m2(4,5x17,7)",4.0,7.0,86 m2,22503133,"Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",10 tỷ 800 triệu
2024-06-03,sổ đỏ,"49 m2(4,2x12,14)",4.0,4.0,51 m2,22505088,"Lò Đúc, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Hà Nội",8 tỷ 399 triệu
2024-06-03,sổ đỏ,"67 m2(4x16,75)",3.0,3.0,67 m2,22508140,"Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",7 tỷ 900 triệu
2024-06-03,sổ đỏ,"40 m2(4,1x10,97)",6.0,7.0,45 m2,22521424,"Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Hà Nội",14 tỷ 599 triệu
2024-06-03,sổ đỏ,"116 m2(5,5x21,09)",6.0,6.0,116 m2,22521388,"Phố Tây Sơn, Phường Trung Liệt, Quận Đống Đa, Hà Nội",13 tỷ 500 triệu
2024-06-03,sổ đỏ,"42 m2(4,7x9,78)",4.0,4.0,46 m2,22505098,"Tăng Bạt Hổ, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Hà Nội",13 tỷ
2024-06-03,sổ đỏ,"40 m2(9,3x4,4)",5.0,3.0,40 m2,22511506,"Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",10 tỷ 900 triệu
2024-06-03,sổ đỏ,"57 m2(6x9,5)",4.0,4.0,57 m2,22522493,"Khâm Thiên, Phường Thổ Quan, Quận Đống Đa, Hà Nội",9 tỷ 500 triệu
2024-06-03,sổ đỏ,"53 m2(4,1x12,93)",9.0,8.0,53 m2,22511591,"Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",14 tỷ 300 triệu
2024-06-03,sổ đỏ,"54 m2(4x13,5)",4.0,4.0,54 m2,22508683,"Phố Tây Sơn, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",12 tỷ 500 triệu
2024-06-03,sổ đỏ,"65 m2(3,3x19,69)",3.0,3.0,65 m2,22511478,"Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",8 tỷ 100 triệu
2024-06-03,sổ đỏ,"55 m2(4,7x11,7)",5.0,5.0,55 m2,22522505,"Ngõ văn chương, Phường Văn Chương, Quận Đống Đa, Hà Nội",15 tỷ
2024-06-03,sổ đỏ,"48 m2(7x6,86)",5.0,5.0,48 m2,22522500,"Ngõ Trung Tả, Phường Văn Chương, Quận Đống Đa, Hà Nội",13 tỷ 800 triệu
2024-06-03,sổ đỏ,"68 m2(4,1x16,58)",5.0,6.0,68 m2,22522507,"Ngõ Văn Chương, Phường Văn Chương, Quận Đống Đa, Hà Nội",15 tỷ 500 triệu
2024-06-03,sổ đỏ,68 m2(4x17),3.0,3.0,68 m2,22503122,"Phố Kim Ngưu, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",8 tỷ 200 triệu
2024-06-03,sổ đỏ,"37 m2(4,6x8,04)",5.0,3.0,37 m2,22525342,"Chùa Bộc, Phường Quang Trung, Quận Đống Đa, Hà Nội",8 tỷ 300 triệu
2024-06-03,sổ đỏ,"44 m2(4,3x10,7)",4.0,4.0,46 m2,22529754,"Trần Quang Diệu, Phường Quang Trung, Quận Đống Đa, Hà Nội",17 tỷ 499 triệu
2024-06-03,sổ đỏ,"87 m2(4,8x18,12)",3.0,4.0,87 m2,22531248,"Trường Chinh, Phường Khương Thượng, Quận Đống Đa, Hà Nội",12 tỷ 800 triệu
2024-06-03,sổ đỏ,"46 m2(3,7x12,43)",5.0,4.0,46 m2,22515097,"Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",14 tỷ 950 triệu
2024-06-03,sổ đỏ,"54 m2(3,4x17,65)",5.0,4.0,60 m2,22529624,"Lương Yên, Phường Bạch Đằng, Quận Hai Bà Trưng, Hà Nội",11 tỷ 500 triệu
2024-06-03,sổ đỏ,"58 m2(3,5x16,57)",5.0,3.0,58 m2,22525357,"Kim Hoa, Phường Phương Liên, Quận Đống Đa, Hà Nội",11 tỷ 600 triệu
2024-06-03,sổ đỏ,"39 m2(3,7x11,35)",5.0,6.0,42 m2,22534821,"Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",12 tỷ 800 triệu
2024-06-03,sổ đỏ,60 m2(4x15),3.0,3.0,60 m2,22502202,"Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",10 tỷ 500 triệu
2024-06-03,sổ đỏ,"34 m2(6,1x5,57)",5.0,4.0,34 m2,22505049,"Võ Thị Sáu, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",13 tỷ
2024-06-03,sổ đỏ,"38,6 m2(5,4x7,6)",5.0,3.0,41 m2,22532385,"Đê La Thành, Phường Giảng Võ, Quận Ba Đình, Hà Nội",14 tỷ 599 triệu
2024-06-03,sổ đỏ,"50 m2(4,5x11,06)",4.0,4.0,50 m2,22526306,"Phố Kim Ngưu, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",11 tỷ 900 triệu
2024-06-03,sổ đỏ,"45 m2(3,5x18,57)",4.0,4.0,65 m2,22504276,"Hồng Mai, Phường Quỳnh Lôi, Quận Hai Bà Trưng, Hà Nội",9 tỷ 900 triệu
2024-06-03,sổ đỏ,230 m2(23x10),3.0,3.0,230 m2,22497283,"Khu đô thị Ciputra, Phường Xuân La, Quận Tây Hồ, Hà Nội",130 tỷ
2024-06-03,sổ đỏ,"66 m2(7x9,42)",6.0,6.0,66 m2,22528543,"Lò Đúc, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Hà Nội",47 tỷ
2024-06-03,sổ đỏ,"43,3 m2(4,1x11,7)",7.0,7.0,48 m2,22500310,"Hồng Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",13 tỷ 800 triệu
2024-06-03,sổ đỏ,"45 m2(5,26x5,52)",4.0,4.0,45 m2,22537396,"Cù Chính Lan, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",14 tỷ 950 triệu
2024-06-03,sổ đỏ,"40 m2(3,8x11,31)",6.0,4.0,43 m2,22520550,"Phố Tây Sơn, Phường Trung Liệt, Quận Đống Đa, Hà Nội",14 tỷ
2024-06-03,sổ đỏ,"47 m2(8x7,5)",5.0,4.0,60 m2,22526321,"Lạc Trung, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",12 tỷ 300 triệu
2024-06-03,sổ đỏ,"93 m2(5,9x15,76)",9.0,9.0,93 m2,22528587,"Yên Bái 1, Phường Nguyễn Du, Quận Hai Bà Trưng, Hà Nội",37 tỷ
2024-06-03,sổ đỏ,"66 m2(5,1x12,94)",5.0,4.0,66 m2,22497219,"Phố Kim Ngưu, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",9 tỷ 799 triệu
2024-06-03,sổ đỏ,"73 m2(4,7x15,53)",5.0,6.0,73 m2,22519962,"Cát Linh, Phường Cát Linh, Quận Đống Đa, Hà Nội",12 tỷ 499 triệu
2024-06-03,sổ đỏ,"49 m2(4,1x11,95)",3.0,3.0,49 m2,22528536,"Lò Đúc, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Hà Nội",26 tỷ 499 triệu
2024-06-03,sổ đỏ,"41 m2(4x10,25)",5.0,6.0,41 m2,22523469,"Xã Đàn, Phường Nam Đồng, Quận Đống Đa, Hà Nội",13 tỷ 800 triệu
