Diện tích sử dụng,address,Phòng ngủ,Nhà tắm,Mã BĐS,Diện tích đất,price,Ngày đăng,Pháp lý
50 m2,"Hoàng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",4,4,22684302,50 m2(5x10),7 tỷ 959 triệu,13/08/2025,Sổ đỏ
50 m2,"Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",4,4,22684767,50 m2(5x10),7 tỷ 880 triệu,13/08/2025,Sổ đỏ
50 m2,"Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",4,4,22684526,50 m2(5x10),7 tỷ 980 triệu,13/08/2025,Sổ đỏ
50 m2,"Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",4,4,22685260,50 m2(5x10),7 tỷ 380 triệu,13/08/2025,Sổ đỏ
50 m2,"Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",4,4,22685253,50 m2(5x10),7 tỷ 830 triệu,13/08/2025,Sổ đỏ
50 m2,"Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",4,4,22683954,50 m2(5x10),9 tỷ 379 triệu,13/08/2025,Sổ đỏ
45 m2,"Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",4,4,22686994,45 m2(4x11),7 tỷ 890 triệu,13/08/2025,Sổ đỏ
50 m2,"Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",4,4,22683979,50 m2(5x10),9 tỷ 199 triệu,13/08/2025,Sổ đỏ
50 m2,"Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",4,4,22684530,50 m2(5x10),7 tỷ 950 triệu,13/08/2025,Sổ đỏ
50 m2,"Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",4,4,22685257,50 m2(5x10),7 tỷ 830 triệu,13/08/2025,Sổ đỏ
50 m2,"Hoàng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",4,4,22683981,50 m2(5x11),7 tỷ 830 triệu,13/08/2025,Sổ đỏ
50 m2,"Hoàng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",4,4,22684080,50 m2(5x10),7 tỷ 879 triệu,13/08/2025,Sổ đỏ
50 m2,"Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",4,4,22684804,50 m2(5x10),7 tỷ 860 triệu,13/08/2025,Sổ đỏ
55 m2,"Hoàng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",4,4,22683984,55 m2(5x11),9 tỷ 280 triệu,13/08/2025,Sổ đỏ
50 m2,"Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",4,4,22683980,50 m2(5x11),7 tỷ 990 triệu,13/08/2025,Sổ đỏ
55 m2,"Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",4,4,22683992,55 m2(5x11),9 tỷ 160 triệu,13/08/2025,Sổ đỏ
50 m2,"Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",4,4,22685252,50 m2(5x10),7 tỷ 830 triệu,13/08/2025,Sổ đỏ
40 m2,"Hoàng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",4,4,22687002,40 m2(4x10),5 tỷ 950 triệu,13/08/2025,Sổ đỏ
50 m2,"Bằng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",4,4,22684045,50 m2(5x10),7 tỷ 860 triệu,13/08/2025,Sổ đỏ
50 m2,"Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",4,4,22684760,50 m2(5x10),7 tỷ 740 triệu,13/08/2025,Sổ đỏ
50 m2,"Hoàng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",4,4,22683995,50 m2(5x11),7 tỷ 820 triệu,13/08/2025,Sổ đỏ
45 m2,"Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",4,4,22686992,45 m2(4x11),7 tỷ 899 triệu,13/08/2025,Sổ đỏ
50 m2,"Giải Phóng, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",4,4,22683994,50 m2(5x11),7 tỷ 880 triệu,13/08/2025,Sổ đỏ
50 m2,"Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội",4,4,22683952,50 m2(5x10),7 tỷ 880 triệu,13/08/2025,Sổ đỏ
50 m2,"Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",4,4,22684766,50 m2(5x10),7 tỷ 960 triệu,13/08/2025,Sổ đỏ
48 m2,"Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội",3,4,22684084,48 m2(4x12),7 tỷ 280 triệu,13/08/2025,Sổ đỏ
50 m2,"Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",4,4,22684535,50 m2(5x10),7 tỷ 950 triệu,13/08/2025,Sổ đỏ
45 m2,"Hoàng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",4,4,22686998,45 m2(4x12),7 tỷ 890 triệu,13/08/2025,Sổ đỏ
50 m2,"Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội",4,4,22684764,50 m2(5x10),7 tỷ 919 triệu,13/08/2025,Sổ đỏ
50 m2,"Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",4,4,22685254,50 m2(5x10),7 tỷ 829 triệu,13/08/2025,Sổ đỏ
50 m2,"Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",4,4,22684527,50 m2(5x10),7 tỷ 960 triệu,13/08/2025,Sổ đỏ
50 m2,"Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội",4,4,22684759,50 m2(5x10),7 tỷ 890 triệu,13/08/2025,Sổ đỏ
55 m2,"Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",4,4,22683977,55 m2(5x11),9 tỷ 380 triệu,13/08/2025,Sổ đỏ
50 m2,"Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",4,4,22685249,50 m2(5x10),7 tỷ 950 triệu,13/08/2025,Sổ hồng
48 m2,"Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội",4,4,22686996,48 m2(4x12),7 tỷ 860 triệu,13/08/2025,Sổ đỏ
50 m2,"Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",4,4,22683956,50 m2(5x10),9 tỷ 390 triệu,13/08/2025,Sổ đỏ
50 m2,"Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",4,4,22684044,50 m2(5x10),9 tỷ 279 triệu,13/08/2025,Sổ đỏ
55 m2,"Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",4,4,22684082,55 m2(5x11),9 tỷ 200 triệu,13/08/2025,Sổ đỏ
50 m2,"Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",4,4,22683976,50 m2(5x10),9 tỷ 350 triệu,13/08/2025,Sổ đỏ
50 m2,"Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội",4,4,22685261,50 m2(5x10),7 tỷ 880 triệu,13/08/2025,Sổ đỏ
42 m2,"Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội",3,4,22687001,42 m2(4x10),7 tỷ 200 triệu,13/08/2025,Sổ đỏ
50 m2,"Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",4,4,22683978,50 m2(5x10),9 tỷ 360 triệu,13/08/2025,Sổ đỏ
50 m2,"Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",4,4,22683955,50 m2(5x10),9 tỷ 390 triệu,13/08/2025,Sổ đỏ
50 m2,"Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",4,4,22685243,50 m2(5x10),7 tỷ 859 triệu,13/08/2025,Sổ đỏ
42 m2,"Hoàng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",3,4,22687218,42 m2(4x10),5 tỷ 989 triệu,13/08/2025,Sổ đỏ
50 m2,"Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",4,4,22685265,50 m2(5x10),7 tỷ 950 triệu,13/08/2025,Sổ đỏ
50 m2,"Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",4,4,22687047,50 m2(5x10),11 tỷ 600 triệu,13/08/2025,Sổ đỏ
50 m2,"Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",4,4,22687051,50 m2(5x10),11 tỷ 679 triệu,13/08/2025,Sổ đỏ
50 m2,"Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",4,4,22687052,50 m2(5x10),11 tỷ 680 triệu,13/08/2025,Sổ đỏ
50 m2,"Hoàng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",4,4,22684286,50 m2(5x10),7 tỷ 880 triệu,13/08/2025,Sổ đỏ
42 m2,"Hoàng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",3,3,22687215,42 m2(4x10),5 tỷ 980 triệu,13/08/2025,Sổ đỏ
50 m2,"Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",4,4,22686993,50 m2(5x10),11 tỷ 600 triệu,13/08/2025,Sổ đỏ
50 m2,"Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",4,4,22685259,50 m2(5x10),7 tỷ 830 triệu,13/08/2025,Sổ đỏ
50 m2,"Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",4,4,22684533,50 m2(5x10),7 tỷ 950 triệu,13/08/2025,Sổ đỏ
50 m2,"Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",4,4,22687050,50 m2(5x10),11 tỷ 680 triệu,13/08/2025,Sổ đỏ
30 m2,"Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",4,4,22702685,30 m2(5x6),5 tỷ 700 triệu,12/08/2025,Sổ đỏ
42 m2,"Hoàng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",3,3,22687217,42 m2(4x10),5 tỷ 990 triệu,13/08/2025,Sổ đỏ
50 m2,"Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",4,4,22687048,50 m2(5x10),11 tỷ 680 triệu,13/08/2025,Sổ đỏ
42 m2,"Hoàng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",3,3,22687216,42 m2(4x10),5 tỷ 980 triệu,13/08/2025,Sổ đỏ
160 m2,"Phố Kim Ngưu, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",4,4,22702399,40 m2(5x8),12 tỷ 200 triệu,10/08/2025,Sổ đỏ
150 m2,"Đền Lừ, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",3,4,22702333,35 m2(4x9),6 tỷ 500 triệu,10/08/2025,Sổ đỏ
"37,5 m2","Chiến Thắng, Phường La Khê, Quận Hà Đông, Hà Nội",3,2,22702328,"37,5 m2(3,2x12)",7 tỷ 500 triệu,10/08/2025,Sổ đỏ
50 m2,"Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội",6,6,22699964,50 m2(5x9),12 tỷ 400 triệu,09/08/2025,Sổ đỏ
114 m2,"Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",3,2,22702329,,5 tỷ 700 triệu,10/08/2025,Sổ đỏ
50 m2,"Quang Trung, Phường Phú La, Quận Hà Đông, Hà Nội",4,4,22699962,50 m2(5x8),12 tỷ,09/08/2025,Không xác định
50 m2,"Quang Trung, Phường Phú La, Quận Hà Đông, Hà Nội",5,5,22699963,50 m2(5x10),11 tỷ 900 triệu,09/08/2025,Sổ đỏ
49 m2,"Quang Trung, Phường Văn Quán, Quận Hà Đông, Hà Nội",6,6,22699960,50 m2(5x10),12 tỷ 299 triệu,09/08/2025,Sổ đỏ
57 m2,"Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội",8,8,22699720,57 m2(5x11),12 tỷ 900 triệu,09/08/2025,Sổ đỏ
47 m2,"Quang Trung, Phường Văn Quán, Quận Hà Đông, Hà Nội",4,4,22699959,50 m2(5x10),12 tỷ 500 triệu,09/08/2025,Sổ đỏ
50 m2,"Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội",6,6,22699961,50 m2(5x8),12 tỷ 700 triệu,09/08/2025,Không xác định
49 m2,"Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội",8,8,22699957,50 m2(5x10),13 tỷ,09/08/2025,Sổ đỏ
50 m2,"KĐT Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội",4,4,22699587,"50 m2(4,5x11)",12 tỷ 800 triệu,09/08/2025,Sổ đỏ
36 m2,"Quang Trung, Phường Phú La, Quận Hà Đông, Hà Nội",4,4,22697235,"36 m2(4,8x9,4)",11 tỷ,09/08/2025,Sổ đỏ
55 m2,"KĐT Văn Phú, Phường Quang Trung, Quận Hà Đông, Hà Nội",8,8,22696771,55 m2(5x10),13 tỷ 900 triệu,09/08/2025,Sổ đỏ
54 m2,"Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội",8,8,22697454,"54 m2(4x13,5)",12 tỷ 900 triệu,09/08/2025,Sổ đỏ
64 m2,"Đại Mỗ, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",2,2,22702315,,7 tỷ 400 triệu,09/08/2025,Sổ hồng
55 m2,"Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội",8,8,22697448,55 m2(5x10),13 tỷ 200 triệu,09/08/2025,Sổ đỏ
30 m2,"Duy Tân, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",1,1,22702319,,4 tỷ 500 triệu,09/08/2025,Sổ hồng
50 m2,"Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",6,6,22699586,"50 m2(4,5x11)",12 tỷ 900 triệu,09/08/2025,Sổ đỏ
119 m2,"Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",3,3,22702265,30 m2(5x6),4 tỷ 500 triệu,09/08/2025,Giấy tờ hợp lệ
65 m2,"Lê Hữu Trác, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",4,4,22702257,60 m2(5x12),8 tỷ 500 triệu,09/08/2025,Sổ đỏ
"89,54 m2","Bằng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",2,2,22702316,,7 tỷ 247 triệu,09/08/2025,Sổ hồng
110 m2,"Nguyễn Văn Linh, Phường Sài Đồng, Quận Long Biên, Hà Nội",3,4,22690466,"22 m2(3,5x7)",4 tỷ 250 triệu,08/08/2025,Sổ đỏ
450 m2,"Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội",4,4,22692204,75 m2(5x15),18 tỷ 500 triệu,08/08/2025,Sổ đỏ
300 m2,"Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội",5,4,22690301,50 m2(5x10),16 tỷ,08/08/2025,Sổ đỏ
279 m2,"Nguyễn Văn Cừ, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",4,6,22691241,40 m2(4x10),13 tỷ 900 triệu,08/08/2025,Sổ đỏ
250 m2,"Nguyễn Sơn, Phường Gia Thụy, Quận Long Biên, Hà Nội",4,4,22688750,50 m2(4x12),15 tỷ 900 triệu,08/08/2025,Sổ hồng
200 m2,"Thượng Thanh, Phường Thượng Thanh, Quận Long Biên, Hà Nội",4,4,22691060,40 m2(5x8),9 tỷ 100 triệu,08/08/2025,Sổ đỏ
297 m2,"Nguyễn Văn Cừ, Phường Gia Thụy, Quận Long Biên, Hà Nội",3,3,22690148,99 m2(5x20),21 tỷ,08/08/2025,Sổ đỏ
357 m2,"Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội",4,6,22691607,51 m2(5x10),18 tỷ 500 triệu,08/08/2025,Sổ đỏ
476 m2,"Tư Đình, Phường Long Biên, Quận Long Biên, Hà Nội",5,5,22688969,68 m2(6x12),20 tỷ 200 triệu,08/08/2025,Sổ hồng
159 m2,"Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội",3,4,22699672,40 m2(4x10),9 tỷ 500 triệu,08/08/2025,Sổ đỏ
238 m2,"Nguyễn Văn Linh, Phường Thạch Bàn, Quận Long Biên, Hà Nội",4,3,22700155,40 m2(4x10),8 tỷ 550 triệu,08/08/2025,Sổ đỏ
238 m2,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",4,5,22702045,"40 m2(3,8x10,5)",11 tỷ 500 triệu,08/08/2025,Sổ đỏ
180 m2,"Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội",7,4,22701921,"38 m2(3,5x11)",6 tỷ 200 triệu,08/08/2025,Sổ đỏ
330 m2,"Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",6,6,22701037,"55 m2(3,6x16)",11 tỷ 500 triệu,08/08/2025,Sổ đỏ
100 m2,"Trần Thủ Độ, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội",3,2,22701843,,6 tỷ,07/08/2025,Sổ đỏ
240 m2,"Trường Lâm, Phường Việt Hưng, Quận Long Biên, Hà Nội",4,5,22701516,40 m2(4x8),8 tỷ 900 triệu,08/08/2025,Sổ đỏ
,"Giáp Nhất, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",3,2,22701705,120 m2,22 tỷ 200 triệu,06/08/2025,Sổ đỏ
40 m2,"Thạch Bàn, Phường Thạch Bàn, Quận Long Biên, Hà Nội",3,2,22701920,"40 m2(4,5x9)",5 tỷ,08/08/2025,Sổ đỏ
,"Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội",7,5,22701922,"38 m2(3,5x11)",6 tỷ 200 triệu,08/08/2025,Sổ đỏ
40 m2,"Thịnh Liệt, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",4,4,22701288,40 m2,8 tỷ 900 triệu,05/08/2025,Sổ hồng
45 m2,"Thịnh Liệt, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",6,4,22701294,45 m2,12 tỷ 300 triệu,05/08/2025,Sổ hồng
38 m2,"Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội",3,4,22701428,"35 m2(4,3x8)",8 tỷ 350 triệu,05/08/2025,Sổ đỏ
42 m2,"Trần Quý Cáp, Phường Văn Miếu, Quận Đống Đa, Hà Nội",8,6,22701157,"52 m2(4,4x10)",5 tỷ 600 triệu,04/08/2025,Sổ hồng
62 m2,"Lê Thanh Nghị, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",4,5,22700682,62 m2,36 tỷ 800 triệu,01/08/2025,Sổ đỏ
281 m2,"Lò Đúc, Phường Đống Mác, Quận Hai Bà Trưng, Hà Nội",67,,22700872,281 m2(8x9),171 tỷ,02/08/2025,Sổ đỏ
50 m2,"Trương Định, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",4,3,22700587,50 m2,8 tỷ 300 triệu,31/07/2025,Sổ đỏ
74 m2,"Bà Triệu, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",4,6,22700866,74 m2,68 tỷ,02/08/2025,Sổ đỏ
50 m2,"Quang Trung, Phường Phú La, Quận Hà Đông, Hà Nội",6,6,22700423,50 m2(5x10),12 tỷ 900 triệu,31/07/2025,Sổ đỏ
48 m2,"Quang Trung, Phường Phú La, Quận Hà Đông, Hà Nội",6,6,22700422,"48 m2(4,5x10)",12 tỷ 600 triệu,31/07/2025,Sổ đỏ
80 m2,"Cầu Bươu, Xã Ngọc Hồi, Huyện Thanh Trì, Hà Nội",2,1,22700470,80 m2(8x9),2 tỷ,31/07/2025,Sổ hồng
50 m2,"Quang Trung, Phường Phú La, Quận Hà Đông, Hà Nội",8,8,22700499,50 m2(5x10),12 tỷ 800 triệu,31/07/2025,Sổ đỏ
54 m2,"Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội",6,6,22700542,"54 m2(5x10,8)",13 tỷ,31/07/2025,Sổ đỏ
50 m2,"Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội",6,6,22700579,50 m2(5x10),13 tỷ,31/07/2025,Sổ đỏ
113 m2,"Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",16,16,22700583,113 m2,13 tỷ 200 triệu,31/07/2025,Sổ đỏ
50 m2,"Quang Trung, Phường La Khê, Quận Hà Đông, Hà Nội",6,6,22700266,50 m2(5x10),12 tỷ 600 triệu,30/07/2025,Sổ đỏ
50 m2,"Văn Khê, Phường Phú La, Quận Hà Đông, Hà Nội",8,8,22700380,50 m2(5x10),12 tỷ 800 triệu,30/07/2025,Sổ đỏ
41 m2,"Trương Định, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",4,4,22700311,"41 m2(4,5x9)",7 tỷ 700 triệu,30/07/2025,Sổ đỏ
50 m2,"Mạc Thị Bưởi, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",3,3,22700112,50 m2,10 tỷ 500 triệu,29/07/2025,Sổ đỏ
42 m2,"Hoàng Hoa Thám, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",4,3,22700033,"46 m2(3,5x11)",9 tỷ 800 triệu,29/07/2025,Sổ đỏ
37 m2,"Giải Phóng, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",4,4,22700280,"37 m2(5,2x7)",6 tỷ 930 triệu,30/07/2025,Sổ đỏ
40 m2,"Kim Ngưu, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",4,3,22700105,40 m2,9 tỷ 600 triệu,29/07/2025,Sổ đỏ
100 m2,"Trương Định, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",28,28,22700118,100 m2,27 tỷ 500 triệu,29/07/2025,Sổ đỏ
205 m2,"Bờ Sông Sét, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",5,4,22699892,"41 m2(4,25x9)",11 tỷ 500 triệu,28/07/2025,Sổ đỏ
,"Đại lộ Thăng Long, Xã Tiến Xuân, Huyện Thạch Thất, Hà Nội",4,4,22699958,370 m2(37x10),25 tỷ 900 triệu,28/07/2025,Sổ đỏ
70 m2,"Phố Tứ Liên, Phường Tứ Liên, Quận Tây Hồ, Hà Nội",4,5,22699800,"70 m2(4,5x16)",13 tỷ 900 triệu,27/07/2025,Sổ hồng
36 m2,"Tam Trinh, Phường Yên Sở, Quận Hoàng Mai, Hà Nội",2,1,22699683,36 m2,1 tỷ 700 triệu,26/07/2025,Hợp đồng mua bán
35 m2,"Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",3,4,22699894,35 m2,9 tỷ,28/07/2025,Sổ đỏ
50 m2,"Quang Trung, Phường Phú La, Quận Hà Đông, Hà Nội",6,6,22697495,50 m2(5x10),13 tỷ 500 triệu,25/07/2025,Không xác định
75 m2,"Phố Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",4,3,22699803,"75 m2(6x12,5)",15 tỷ 400 triệu,27/07/2025,Sổ đỏ
75 m2,"Giáp Nhất, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",8,6,22699801,"75 m2(5,5x13,6)",18 tỷ 800 triệu,27/07/2025,Sổ đỏ
40 m2,"Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",4,3,22699646,"40 m2(3,7x11)",12 tỷ 900 triệu,26/07/2025,Sổ đỏ
50 m2,"Quang Trung, Phường Phú La, Quận Hà Đông, Hà Nội",8,8,22697493,50 m2(5x9),14 tỷ,25/07/2025,Sổ đỏ
87 m2,"Trần Hưng Đạo, Phường Trần Hưng Đạo, Quận Hoàn Kiếm, Hà Nội",2,2,22699710,58 m2(5x15),8 tỷ 500 triệu,26/07/2025,Sổ đỏ
57 m2,"Quang Trung, Phường Phú La, Quận Hà Đông, Hà Nội",8,8,22697490,57 m2(5x11),14 tỷ 500 triệu,25/07/2025,Không xác định
50 m2,"Quang Trung, Phường Phú La, Quận Hà Đông, Hà Nội",5,5,22697477,50 m2(5x10),13 tỷ 900 triệu,25/07/2025,Sổ đỏ
52 m2,"Quang Trung, Phường Phú La, Quận Hà Đông, Hà Nội",8,8,22697486,"52 m2(5x10,4)",14 tỷ 200 triệu,25/07/2025,Sổ đỏ
50 m2,"Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội",8,8,22697463,50 m2(5x10),12 tỷ 900 triệu,25/07/2025,Sổ đỏ
47 m2,"Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",8,8,22697520,"47 m2(4,5x10,4)",13 tỷ 400 triệu,25/07/2025,Sổ đỏ
57 m2,"Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội",8,8,22697446,"57 m2(5x11,4)",13 tỷ,25/07/2025,Sổ đỏ
50 m2,"Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội",8,8,22697441,50 m2(5x10),13 tỷ 800 triệu,25/07/2025,Sổ đỏ
50 m2,"Quang Trung, Phường Phú La, Quận Hà Đông, Hà Nội",6,6,22697518,50 m2(5x10),14 tỷ 200 triệu,25/07/2025,Sổ đỏ
54 m2,"Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",6,6,22697522,54 m2(5x10),13 tỷ 900 triệu,25/07/2025,Sổ đỏ
50 m2,"Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",6,6,22697521,50 m2(5x9),14 tỷ 300 triệu,25/07/2025,Sổ đỏ
50 m2,"Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",6,6,22697523,50 m2(5x10),13 tỷ 800 triệu,25/07/2025,Sổ đỏ
50 m2,"Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",8,8,22696733,50 m2(5x10),13 tỷ 900 triệu,25/07/2025,Sổ đỏ
50 m2,"Tố Hữu, Phường Dương Nội, Quận Hà Đông, Hà Nội",6,6,22697535,50 m2(5x10),13 tỷ,25/07/2025,Sổ đỏ
50 m2,"Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",8,8,22697525,"50 m2(4,5x11)",13 tỷ 700 triệu,25/07/2025,Sổ đỏ
50 m2,"Tố Hữu, Phường Dương Nội, Quận Hà Đông, Hà Nội",4,4,22697538,"50 m2(4,5x10)",13 tỷ 900 triệu,25/07/2025,Sổ đỏ
54 m2,"Tố Hữu, Phường Dương Nội, Quận Hà Đông, Hà Nội",8,8,22697537,"54 m2(4,5x12)",13 tỷ 500 triệu,25/07/2025,Không xác định
49 m2,"Tố Hữu, Phường Dương Nội, Quận Hà Đông, Hà Nội",6,6,22697585,"49 m2(4,5x10)",13 tỷ 200 triệu,25/07/2025,Sổ đỏ
52 m2,"Phố Tố Hữu, Phường Dương Nội, Quận Hà Đông, Hà Nội",6,6,22697536,"52 m2(5x10,4)",13 tỷ 600 triệu,25/07/2025,Sổ đỏ
47 m2,"Tố Hữu, Phường Dương Nội, Quận Hà Đông, Hà Nội",6,6,22697541,"47 m2(4,5x10)",12 tỷ,25/07/2025,Sổ đỏ
50 m2,"Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",8,8,22697779,50 m2(5x10),12 tỷ 900 triệu,25/07/2025,Sổ đỏ
50 m2,"Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội",8,8,22699564,"50 m2(4,5x11)",12 tỷ,25/07/2025,Sổ đỏ
